collection_id,invoice_id,client_id,project_id,payment_date,payment_amount,payment_mode,payment_status,outstanding_amount,collection_days,collector_name,remarks
COL00201,INV00201,CLT009,PRJ010,29-09-2025,3869694,Bank Transfer,Paid,949521,39,Paul Fischer,New over article quickly which.
COL00202,INV00202,CLT022,PRJ014,12-03-2026,2998084.78,Bank Transfer,Partial,972416,94,Justin Graves,Both home course mouth.
COL00203,INV00203,CLT003,PRJ007,30-06-2026,402512.89,UPI,Pending,109286,65,Tanner Huffman,General product often identify throughout catch early front.
COL00204,INV00204,CLT011,PRJ009,05-07-2026,677495.43,Bank Transfer,Overdue,413738,36,Michael Campos,Their war another system establish follow put since.
COL00205,INV00205,CLT007,PRJ005,02-03-2026,1307812.4,Credit Card,Overdue,585472,105,Stephanie Hamilton,Level could material technology total.
COL00206,INV00206,CLT035,PRJ012,16-06-2026,2653431.44,Credit Card,Overdue,1255522,115,Daisy Cabrera,Fast wall provide respond early.
COL00207,INV00207,CLT025,PRJ007,18-09-2025,1493210.01,Bank Transfer,Pending,1156511,24,Alicia Greer,Early future which throughout product onto history serious.
COL00208,INV00208,CLT032,PRJ017,28-01-2026,1562073.38,Credit Card,Partial,384150,33,Sarah Vasquez,Sing PM memory group TV.
COL00209,INV00209,CLT014,PRJ017,14-01-2026,585585.64,Bank Transfer,Partial,278743,54,Shelly Anderson,Treatment eye safe win.
COL00210,INV00210,CLT011,PRJ018,09-11-2025,1836168.09,Credit Card,Overdue,660927,75,Kevin Johnson,Huge cover house theory stage while.
COL00211,INV00211,CLT003,PRJ010,27-10-2025,64830.45,Credit Card,Partial,17705,118,Daniel Le,Nearly some wait usually education strong.
COL00212,INV00212,CLT015,PRJ009,08-09-2025,871544.58,Credit Card,Pending,598199,56,Riley Gregory,Of several impact.
COL00213,INV00213,CLT039,PRJ001,10-01-2026,1339396.57,Wire Transfer,Pending,639177,72,Wendy Davis,Do something argue.
COL00214,INV00214,CLT004,PRJ018,04-05-2026,948655.27,Wire Transfer,Partial,417885,69,Kristin Wilson,Piece sport line sell.
COL00215,INV00215,CLT027,PRJ014,31-03-2026,1123334.15,Bank Transfer,Partial,672637,49,Richard Adams,Teacher single start leave.
COL00216,INV00216,CLT022,PRJ004,20-04-2026,1636227.07,Credit Card,Pending,47706,47,Teresa Young,Education which ask note door out rich.
COL00217,INV00217,CLT001,PRJ003,12-02-2026,914570.39,Wire Transfer,Overdue,893473,89,Jose Ross,Happen market sure occur animal job.
COL00218,INV00218,CLT034,PRJ010,13-12-2025,1717151.74,Wire Transfer,Pending,1561100,25,James Horn,With continue pretty attack push follow kitchen.
COL00219,INV00219,CLT040,PRJ008,14-08-2026,939128.06,UPI,Overdue,160169,59,Carlos Bowen,Good low parent sometimes.
COL00220,INV00220,CLT005,PRJ018,27-02-2026,381539.22,Credit Card,Pending,166512,112,Katie Patel,Might newspaper call property left against issue apply.
COL00221,INV00221,CLT015,PRJ001,30-10-2025,361421.87,Credit Card,Pending,70300,69,Allen Green,None resource season direction.
COL00222,INV00222,CLT014,PRJ003,20-10-2025,2092807.13,Wire Transfer,Overdue,1027484,93,Andrew Barry,Kid might old again fight.
COL00223,INV00223,CLT003,PRJ018,16-12-2025,2329016.68,Bank Transfer,Pending,1322565,11,Julie Mata,Consider drop according sure participant.
COL00224,INV00224,CLT035,PRJ005,15-08-2026,1216215.27,Credit Card,Partial,945576,8,Renee Melton,Think hear air black.
COL00225,INV00225,CLT033,PRJ020,08-12-2025,1433863.42,Bank Transfer,Partial,798190,10,Lynn Rich,Arrive yet specific picture.
COL00226,INV00226,CLT030,PRJ016,27-12-2025,2581582.37,UPI,Overdue,12059,82,Antonio Zimmerman,Street many sense possible western president.
COL00227,INV00227,CLT003,PRJ005,04-01-2026,322060,Credit Card,Paid,75771,112,Benjamin Gonzalez,Field police police impact hot quite.
COL00228,INV00228,CLT025,PRJ003,19-04-2026,2128755.84,Bank Transfer,Pending,136159,42,Tonya Garcia,What difference particularly explain cause about grow.
COL00229,INV00229,CLT028,PRJ020,12-06-2026,843910.32,UPI,Overdue,742084,21,Diane Cruz,Agreement choice both likely.
COL00230,INV00230,CLT014,PRJ001,16-04-2026,1244216.04,Credit Card,Pending,266776,106,Anthony Crane,True together clear call.
COL00231,INV00231,CLT009,PRJ016,29-07-2025,3913943,Bank Transfer,Paid,702775,64,Brittany Greer,Over protect specific seven receive remain.
COL00232,INV00232,CLT035,PRJ006,03-04-2026,2371411.33,UPI,Pending,1248207,19,Kenneth Wilkinson,Program quality agent bill since food.
COL00233,INV00233,CLT003,PRJ007,07-12-2025,332872,Wire Transfer,Partial,265286,8,Mary Bond,Including especially long.
COL00234,INV00234,CLT003,PRJ020,08-04-2026,441839.5,Bank Transfer,Pending,244777,118,Brittany Johnson,Most church sort foreign data improve keep.
COL00235,INV00235,CLT040,PRJ018,13-11-2025,295685.42,Wire Transfer,Pending,284441,49,Amber Solis,Discuss control cup myself because.
COL00236,INV00236,CLT026,PRJ006,11-02-2026,3789945,Wire Transfer,Paid,745798,44,Dawn Burnett,Officer yet about gun simple.
COL00237,INV00237,CLT024,PRJ013,26-04-2026,1418515.55,Credit Card,Overdue,950603,67,Jessica Phillips PhD,Question responsibility though.
COL00238,INV00238,CLT030,PRJ013,25-11-2025,3518202,Bank Transfer,Paid,1302068,36,Samuel Rodriguez,Decade small pull.
COL00239,INV00239,CLT021,PRJ018,25-05-2026,2568095.87,Wire Transfer,Overdue,645997,56,Zachary Taylor,Leader wide Republican later.
COL00240,INV00240,CLT013,PRJ007,18-08-2025,2705814,Credit Card,Paid,638687,60,Isaiah Wilson,Voice outside perhaps dinner.
COL00241,INV00241,CLT038,PRJ013,29-10-2025,998119.86,Bank Transfer,Overdue,851512,53,Lisa Smith,State them field culture.
COL00242,INV00242,CLT006,PRJ005,21-08-2025,2559720.16,Credit Card,Overdue,1267580,59,Jason Hicks,Statement ground evening stay cause choice bank.
COL00243,INV00243,CLT037,PRJ016,12-08-2026,2017191.04,Credit Card,Pending,1216911,66,Dr. Aaron Myers,Number hit through single region better.
COL00244,INV00244,CLT030,PRJ017,13-12-2025,2348156.54,Credit Card,Pending,1538920,47,Cheyenne Harper,Capital note man high.
COL00245,INV00245,CLT005,PRJ009,29-08-2025,630237.3,Bank Transfer,Partial,147310,40,Christian Rhodes,Concern key physical stage trip.
COL00246,INV00246,CLT032,PRJ014,07-01-2026,1756594.04,UPI,Pending,923134,97,Kristi Hale,Model light old indeed current military.
COL00247,INV00247,CLT010,PRJ017,19-03-2026,3696815,Credit Card,Paid,605641,107,Danielle Ryan,Control claim speech interview drug.
COL00248,INV00248,CLT016,PRJ019,15-05-2026,1685155,UPI,Paid,353796,91,Joe Chen,Individual chair off physical.
COL00249,INV00249,CLT006,PRJ002,10-09-2025,1177826.42,Wire Transfer,Partial,669078,20,Todd White,Society mother floor act per finally.
COL00250,INV00250,CLT011,PRJ003,01-03-2026,203086.83,Wire Transfer,Pending,101866,47,Samantha Blair,Rich rich parent.
COL00251,INV00251,CLT017,PRJ004,27-02-2026,661693,Wire Transfer,Paid,131384,104,Denise Henry,Cultural animal person century reality student.
COL00252,INV00252,CLT005,PRJ018,11-12-2025,26450.72,Credit Card,Pending,22585,109,Benjamin Juarez,Identify growth opportunity low pass.
COL00253,INV00253,CLT013,PRJ010,14-04-2026,1642557.93,Credit Card,Overdue,1322499,93,Dawn Jackson,Task season inside machine do specific police deep.
COL00254,INV00254,CLT003,PRJ011,03-10-2025,1544156.68,UPI,Overdue,850411,20,Michael Stevens,Many bar may.
COL00255,INV00255,CLT020,PRJ004,27-01-2026,1481846,UPI,Paid,111496,19,Jermaine Garcia,Himself physical by note.
COL00256,INV00256,CLT018,PRJ005,13-02-2026,3532566,UPI,Paid,775793,75,Barbara Smith,Room government standard own.
COL00257,INV00257,CLT031,PRJ005,26-07-2026,1250307,Bank Transfer,Paid,142055,71,Candice Johnson,Than hour threat it hotel.
COL00258,INV00258,CLT040,PRJ012,09-08-2025,4577523,Credit Card,Paid,459855,64,Jamie Graham,Treatment lawyer address think.
COL00259,INV00259,CLT030,PRJ002,30-06-2026,490037,Credit Card,Paid,46107,25,Jasmine Owens,Fill actually college least education.
COL00260,INV00260,CLT013,PRJ013,02-01-2026,1171068.72,UPI,Partial,493869,79,Veronica Jensen,Whether collection federal among receive follow story.
COL00261,INV00261,CLT018,PRJ005,22-12-2025,2356460.8,Credit Card,Partial,877078,26,Edgar Pierce,Style will such five matter follow.
COL00262,INV00262,CLT021,PRJ014,27-12-2025,1915681,Wire Transfer,Paid,156206,78,Michael Campbell,Talk difference under customer.
COL00263,INV00263,CLT027,PRJ007,14-10-2025,1199602.74,Wire Transfer,Pending,501350,87,Christopher Ramirez,Large within turn debate already teach.
COL00264,INV00264,CLT034,PRJ002,24-01-2026,3622727,Wire Transfer,Paid,1284508,74,Bernard Shaw,Staff many tree successful nothing here issue.
COL00265,INV00265,CLT005,PRJ018,23-12-2025,578298.2,Credit Card,Partial,351199,35,Kristin Ochoa,Say cell why write.
COL00266,INV00266,CLT035,PRJ018,13-05-2026,2501691,Credit Card,Paid,651114,52,David Aguirre MD,Money ball friend continue look debate.
COL00267,INV00267,CLT014,PRJ017,10-05-2026,121574.49,Credit Card,Overdue,54596,92,Carrie Howard,Relationship I truth institution skin western before.
COL00268,INV00268,CLT036,PRJ015,19-11-2025,1584723.2,Credit Card,Partial,138364,119,Joshua Pope,Personal rise politics about career center.
COL00269,INV00269,CLT010,PRJ006,06-07-2026,584264.28,Bank Transfer,Partial,166003,78,Erik Vance,Information car production face yard recognize.
COL00270,INV00270,CLT021,PRJ005,05-12-2025,2102846.41,UPI,Partial,694745,87,Andrew Miller,Allow development customer common network.
COL00271,INV00271,CLT013,PRJ019,07-05-2026,1913477,Wire Transfer,Paid,205222,7,Catherine Bailey,At analysis better main bring fire.
COL00272,INV00272,CLT024,PRJ001,02-05-2026,1094413.93,Wire Transfer,Overdue,646101,62,Anthony Ayers,Produce feeling couple likely strong deep concern small.
COL00273,INV00273,CLT006,PRJ001,19-11-2025,1281655.57,UPI,Partial,183388,76,Veronica Dawson,Bank one understand.
COL00274,INV00274,CLT031,PRJ004,15-04-2026,2463310,Bank Transfer,Paid,188085,67,Megan Moran,Dark so interest learn better whose sure long.
COL00275,INV00275,CLT017,PRJ006,22-01-2026,540820,UPI,Paid,83802,64,Brandy Moore,Congress moment perhaps act.
COL00276,INV00276,CLT021,PRJ011,23-11-2025,904565.64,UPI,Pending,718739,94,Jerry Collins,Debate fine grow heavy role.
COL00277,INV00277,CLT035,PRJ018,08-03-2026,388428.7,Bank Transfer,Overdue,241430,14,Christopher Patel,Scientist owner argue southern think blood issue.
COL00278,INV00278,CLT015,PRJ010,12-02-2026,1810273,Bank Transfer,Paid,82423,59,Juan Lee,Television media war all production consider.
COL00279,INV00279,CLT007,PRJ004,14-05-2026,619767.68,UPI,Pending,209740,28,Amanda Gardner,Film economy certainly address unit difference.
COL00280,INV00280,CLT007,PRJ007,23-10-2025,4279496,Bank Transfer,Paid,995550,51,Lisa Rose,Large hold environmental debate Mr someone project list.
COL00281,INV00281,CLT024,PRJ010,09-01-2026,300620.42,UPI,Pending,86013,68,Kristin Swanson,Southern carry contain instead artist while stock.
COL00282,INV00282,CLT029,PRJ017,07-01-2026,548696.88,Credit Card,Partial,75165,55,Veronica Myers,Bit article parent building admit individual.
COL00283,INV00283,CLT026,PRJ012,31-08-2025,2200081.75,Wire Transfer,Pending,1072513,40,Kyle George,Sport water summer expect community.
COL00284,INV00284,CLT040,PRJ004,02-02-2026,512029.49,Wire Transfer,Overdue,258048,106,James Caldwell,Again while themselves travel everybody.
COL00285,INV00285,CLT003,PRJ002,01-03-2026,2973569.37,Wire Transfer,Overdue,1804307,104,Dillon Wyatt,Begin issue value art coach.
COL00286,INV00286,CLT026,PRJ009,15-05-2026,1628799.86,UPI,Pending,596508,46,Carrie Chavez,Goal travel play professor.
COL00287,INV00287,CLT005,PRJ010,03-01-2026,1408892.98,Credit Card,Overdue,41339,73,Troy Wheeler,Maybe remember friend notice set list theory.
COL00288,INV00288,CLT014,PRJ011,09-09-2025,1914669.69,UPI,Overdue,1604119,90,Christopher Archer,Environment any thousand situation heart citizen.
COL00289,INV00289,CLT022,PRJ009,25-01-2026,3052726.24,UPI,Pending,1113721,65,Natalie Gonzalez,Near happy evening state gun let do single.
COL00290,INV00290,CLT032,PRJ007,20-10-2025,2672641.58,Wire Transfer,Overdue,1337828,73,Katherine Ramos,Agree will half that war common.
COL00291,INV00291,CLT027,PRJ009,22-03-2026,2457904,Bank Transfer,Paid,168384,37,Sarah Smith,Close could decade resource very might.
COL00292,INV00292,CLT018,PRJ018,24-11-2025,226786.89,Credit Card,Pending,5218,12,Timothy Coleman,Glass share campaign without world available.
COL00293,INV00293,CLT021,PRJ011,13-04-2026,2699555.02,Bank Transfer,Partial,817785,108,Jonathan Bishop,Employee future team.
COL00294,INV00294,CLT018,PRJ005,13-09-2025,4036449,UPI,Paid,771205,110,Lisa Garza,Between clearly cause that moment similar mean.
COL00295,INV00295,CLT006,PRJ008,11-12-2025,1340049.32,UPI,Overdue,460163,85,John Roberts,Pm consumer agent performance.
COL00296,INV00296,CLT036,PRJ011,21-08-2025,118704.49,Wire Transfer,Partial,6828,87,Ashley Warner,Live fact fire.
COL00297,INV00297,CLT012,PRJ019,05-08-2025,2202159.61,Credit Card,Overdue,416628,15,Gloria Reed,Impact really cold own rise plan.
COL00298,INV00298,CLT017,PRJ005,28-05-2026,2111449.55,UPI,Overdue,1189594,20,Pamela Moore PhD,Every real process resource hospital account statement design.
COL00299,INV00299,CLT013,PRJ014,14-06-2026,2737052.03,UPI,Partial,60341,42,Joseph Rodriguez,He who cell reach get.
COL00300,INV00300,CLT005,PRJ004,26-08-2025,542850,Bank Transfer,Paid,87257,35,Brian Berry,Source visit pay institution.
COL00301,INV00301,CLT022,PRJ015,24-01-2026,447917.78,UPI,Partial,278094,60,Jessica Hodges,Occur show teacher list sister perhaps draw vote.
COL00302,INV00302,CLT029,PRJ002,19-01-2026,685809.61,UPI,Overdue,120513,28,Cody Walters,Eight show kid return feeling address save history.
COL00303,INV00303,CLT011,PRJ017,02-07-2026,1498072.59,Wire Transfer,Partial,934170,89,Denise White,Beat weight a western message read over.
COL00304,INV00304,CLT002,PRJ003,08-11-2025,2337512.05,Bank Transfer,Overdue,1317759,39,Kyle Ross Jr.,Why source later agree.
COL00305,INV00305,CLT002,PRJ007,17-07-2026,2369330.05,UPI,Pending,597553,87,Dr. Timothy Gutierrez,Already left reflect forward marriage.
COL00306,INV00306,CLT039,PRJ014,18-07-2026,1600812,Bank Transfer,Pending,1287374,28,Kyle Knight,Rich friend push.
COL00307,INV00307,CLT020,PRJ008,04-02-2026,3638074,Bank Transfer,Paid,1192305,11,Joe Mcdonald,Positive forget population believe human successful role.
COL00308,INV00308,CLT012,PRJ013,17-06-2026,550892.75,Wire Transfer,Overdue,156053,45,Jessica Hale,Music truth stage affect.
COL00309,INV00309,CLT011,PRJ016,01-04-2026,2515449.08,Wire Transfer,Overdue,1020731,43,Lauren Collins,Former interesting she whether very order.
COL00310,INV00310,CLT035,PRJ007,20-02-2026,1151774.19,Bank Transfer,Partial,485936,23,Ashley Sanchez,Fine statement put spring nearly.
COL00311,INV00311,CLT027,PRJ016,16-07-2026,2884636.31,Bank Transfer,Overdue,1533182,75,Kevin Mcknight,Strong music either think character produce thought.
COL00312,INV00312,CLT040,PRJ012,20-05-2026,2892937.67,Wire Transfer,Partial,338340,41,Jacob White,Song bank garden four expert.
COL00313,INV00313,CLT006,PRJ016,12-11-2025,582458.09,Bank Transfer,Overdue,163907,82,Renee Morrow,Wall car trial college.
COL00314,INV00314,CLT008,PRJ018,02-06-2026,3251614.92,Bank Transfer,Pending,713711,105,Caroline Hayes,Rich exist population according.
COL00315,INV00315,CLT014,PRJ012,26-07-2026,1056858.52,Credit Card,Partial,462965,102,Daniel Richards,Fill sister wind scientist me leader measure rich.
COL00316,INV00316,CLT027,PRJ012,01-09-2025,722096.57,Wire Transfer,Overdue,789794,101,Alexis Hunter,Degree minute recognize answer alone yourself.
COL00317,INV00317,CLT010,PRJ019,27-08-2025,2306959.85,Wire Transfer,Pending,879346,56,Jesus Marsh,Mother great gas color final huge.
COL00318,INV00318,CLT020,PRJ003,25-08-2025,1431063.94,Credit Card,Pending,817875,97,Daniel Martin,Sometimes first eye year.
COL00319,INV00319,CLT004,PRJ012,12-06-2026,2046652.23,UPI,Pending,259654,11,Brian Nelson,Build he mouth toward budget teach.
COL00320,INV00320,CLT034,PRJ019,13-07-2026,3080531,Wire Transfer,Paid,205495,23,Nicole Tucker,Buy set after reveal seem.
COL00321,INV00321,CLT032,PRJ014,16-04-2026,1416024,Bank Transfer,Paid,530354,21,Chelsea Silva,Soldier couple place establish development.
COL00322,INV00322,CLT010,PRJ004,23-09-2025,785087.31,Credit Card,Partial,392649,43,Hannah Dalton,Arm forward yard close try.
COL00323,INV00323,CLT037,PRJ015,03-12-2025,1423526.9,Credit Card,Partial,996624,111,Matthew Davis,Physical beat reason meeting day discover Mr.
COL00324,INV00324,CLT006,PRJ006,10-10-2025,258071,UPI,Paid,82589,106,Matthew Waters,Ten system one nice share history adult.
COL00325,INV00325,CLT035,PRJ006,23-11-2025,1107528.25,Wire Transfer,Overdue,215802,36,Daniel Jones,Without friend letter field everybody Republican up.
COL00326,INV00326,CLT008,PRJ004,02-11-2025,722950,UPI,Overdue,151030,28,Jennifer Martinez,Manager interest age.
COL00327,INV00327,CLT013,PRJ008,04-06-2026,3758580.03,Credit Card,Pending,1033852,70,Aaron Vazquez,Story rise purpose.
COL00328,INV00328,CLT036,PRJ005,08-07-2026,1447447.64,Credit Card,Partial,935292,15,Julie Simpson,Research these simple event fund production allow.
COL00329,INV00329,CLT017,PRJ013,28-02-2026,1834711,Credit Card,Paid,535118,41,Mark Davis,Affect mind few out she.
COL00330,INV00330,CLT018,PRJ008,06-03-2026,1588112.42,Wire Transfer,Partial,441710,63,Cassidy Nixon,Own win large prepare.
COL00331,INV00331,CLT035,PRJ001,16-08-2025,1153041.2,Credit Card,Pending,258821,50,Ronald Henson,You again staff society morning here stand.
COL00332,INV00332,CLT020,PRJ008,28-06-2026,1615061.38,UPI,Partial,77166,40,Bruce Scott,Remain book a have.
COL00333,INV00333,CLT017,PRJ019,04-08-2025,857564.4,Wire Transfer,Pending,764305,105,Teresa Anderson,Play field rock future guy enter.
COL00334,INV00334,CLT015,PRJ002,17-08-2025,3573736,Bank Transfer,Paid,941330,45,Howard Turner,Account truth win red likely common how.
COL00335,INV00335,CLT022,PRJ009,10-05-2026,751546.25,Wire Transfer,Partial,124968,48,Connie Bryant,Last expert something learn kid.
COL00336,INV00336,CLT029,PRJ002,03-07-2026,1934341.15,Wire Transfer,Overdue,213547,91,Courtney Franklin,Notice note I service glass.
COL00337,INV00337,CLT034,PRJ011,15-05-2026,654143.7,Bank Transfer,Partial,107677,6,Zachary Scott,Push bill recent figure guess there deal.
COL00338,INV00338,CLT023,PRJ010,15-02-2026,2345345.16,UPI,Pending,305397,23,Andrea Nunez,Grow line improve from build woman true.
COL00339,INV00339,CLT030,PRJ020,23-02-2026,2827849,Wire Transfer,Paid,628372,58,Michael Schroeder,Close campaign these while.
COL00340,INV00340,CLT001,PRJ012,06-12-2025,314134.47,UPI,Pending,15737,76,Richard Mills,Old defense subject especially.
COL00341,INV00341,CLT007,PRJ001,30-12-2025,887980.35,Bank Transfer,Pending,343340,105,Heather Smith,We over form box.
COL00342,INV00342,CLT025,PRJ012,01-05-2026,1478171.15,Wire Transfer,Pending,512857,10,Katherine Landry,Method how put well.
COL00343,INV00343,CLT033,PRJ012,09-08-2025,1804098.6,Wire Transfer,Overdue,375387,46,Luke Woods,Contain necessary sell need material pick feeling then.
COL00344,INV00344,CLT025,PRJ019,02-03-2026,1701803.85,Credit Card,Pending,1154591,15,Susan Robbins,Tax gas site statement hospital usually real across.
COL00345,INV00345,CLT029,PRJ008,05-06-2026,686598,UPI,Paid,43211,42,Lauren Peck,Picture new draw production lay address blood.
COL00346,INV00346,CLT018,PRJ007,29-07-2025,884039.51,UPI,Pending,394465,96,Mary Howard,Door others role fear.
COL00347,INV00347,CLT036,PRJ015,20-08-2025,3025369.71,Wire Transfer,Overdue,180094,45,Connie Bender,Owner worker issue reveal morning such close need.
COL00348,INV00348,CLT026,PRJ018,15-01-2026,1293575.54,Credit Card,Overdue,67547,22,Caroline Ayers,Daughter fish poor break artist.
COL00349,INV00349,CLT003,PRJ020,05-12-2025,127494.64,Wire Transfer,Partial,26083,13,Donna Chavez,End maintain order also.
COL00350,INV00350,CLT005,PRJ013,21-01-2026,1417718.09,Bank Transfer,Partial,215667,44,Sean Green,Have special respond avoid.
COL00351,INV00351,CLT037,PRJ016,01-04-2026,2079356.93,Bank Transfer,Overdue,81966,99,Brandon Salazar,Money matter mean growth outside investment you.
COL00352,INV00352,CLT035,PRJ010,26-03-2026,609888,Bank Transfer,Paid,190457,97,Sheila Miller,Me third green investment much because example.
COL00353,INV00353,CLT030,PRJ013,24-11-2025,2233037.39,UPI,Partial,831886,9,Victoria Stevens,Tonight hair prove protect commercial address technology.
COL00354,INV00354,CLT002,PRJ020,18-10-2025,1536768,UPI,Paid,130182,73,Wendy Lane,My time that month page.
COL00355,INV00355,CLT034,PRJ004,03-06-2026,1235312.31,Bank Transfer,Partial,109922,81,Michael Lee,Simple all scientist usually loss traditional area.
COL00356,INV00356,CLT011,PRJ002,11-07-2025,1682302.74,Credit Card,Partial,1710488,46,Tyler Holloway,Strong sort third.
COL00357,INV00357,CLT018,PRJ020,10-08-2026,195070.82,Wire Transfer,Partial,57294,57,Evan Gutierrez,Show Democrat surface difference me arm usually tree.
COL00358,INV00358,CLT025,PRJ017,25-05-2026,1999726,Wire Transfer,Paid,616005,95,Anthony Mitchell,Military east west.
COL00359,INV00359,CLT003,PRJ008,01-08-2025,2148881.53,UPI,Overdue,281578,40,Scott Serrano II,Standard middle likely realize.
COL00360,INV00360,CLT001,PRJ003,16-12-2025,1902311.63,UPI,Partial,403629,11,Michael Mclaughlin,Reach imagine receive three of eat.
COL00361,INV00361,CLT037,PRJ015,09-04-2026,893565.43,Credit Card,Partial,504544,15,Joshua Collins,Consider early tough treatment police difficult.
COL00362,INV00362,CLT017,PRJ013,16-04-2026,1427420.64,Wire Transfer,Partial,296983,53,John Williams,Election reach let far move.
COL00363,INV00363,CLT005,PRJ014,14-02-2026,250906.52,Wire Transfer,Pending,100879,77,Jennifer Combs,Class gas benefit which.
COL00364,INV00364,CLT010,PRJ009,29-10-2025,2856636.51,Wire Transfer,Partial,309051,37,Allison Peck,Provide south model black travel account.
COL00365,INV00365,CLT025,PRJ019,02-09-2025,1053612.54,Wire Transfer,Partial,229164,86,Matthew Pitts,Onto production he upon financial.
COL00366,INV00366,CLT011,PRJ006,28-03-2026,1184700.89,Bank Transfer,Partial,207639,67,Kim Mcconnell,Cold husband middle end laugh.
COL00367,INV00367,CLT022,PRJ001,23-03-2026,2019478,Wire Transfer,Paid,508763,91,Michael Carson,First head around three fall.
COL00368,INV00368,CLT022,PRJ011,16-12-2025,1512990.97,UPI,Pending,697385,56,Charles Woods,Whom paper pull remember.
COL00369,INV00369,CLT031,PRJ017,25-01-2026,1251669.91,Bank Transfer,Pending,337833,7,Michelle Cross,Billion although wrong worker network father bar.
COL00370,INV00370,CLT034,PRJ019,27-12-2025,1649958.57,Bank Transfer,Overdue,268144,68,Kathy Johnson,Kid range knowledge significant state bill.
COL00371,INV00371,CLT025,PRJ009,15-11-2025,1386298.45,Wire Transfer,Overdue,499439,119,Jessica Buchanan,Well task improve Mr rise particularly.
COL00372,INV00372,CLT008,PRJ003,15-04-2026,1628370,UPI,Paid,600665,52,Lisa Davis,Develop play wide hand body.
COL00373,INV00373,CLT010,PRJ010,03-04-2026,1886301,Credit Card,Paid,713011,63,Dylan Meadows,Final beat sit trade already front them.
COL00374,INV00374,CLT014,PRJ008,31-03-2026,243285.18,Credit Card,Partial,127796,98,Marcus Nelson,Wife miss can continue lot trial.
COL00375,INV00375,CLT007,PRJ005,29-03-2026,3283957.11,Credit Card,Partial,1688357,11,Ana Turner,Collection star weight indeed develop total.
COL00376,INV00376,CLT028,PRJ006,22-04-2026,284426.38,Wire Transfer,Pending,93214,65,Thomas Barker,Great majority teach live all fact.
COL00377,INV00377,CLT029,PRJ012,25-02-2026,572797.87,Credit Card,Partial,43325,20,Paige Martin,Often pass good test spring something.
COL00378,INV00378,CLT035,PRJ006,01-05-2026,215644,Wire Transfer,Paid,72883,109,Robert Cole,Know shoulder condition respond.
COL00379,INV00379,CLT011,PRJ003,27-12-2025,815269.58,Credit Card,Partial,36705,15,Theresa Allen,Sense phone various letter form rule stand money.
COL00380,INV00380,CLT007,PRJ002,20-05-2026,154123.55,Wire Transfer,Partial,37137,43,Michael Pierce,Music particularly occur program vote during get.
COL00381,INV00381,CLT010,PRJ018,22-05-2026,200880.45,Bank Transfer,Pending,192066,39,Edward Abbott,Local interest drug wife indeed late.
COL00382,INV00382,CLT027,PRJ003,18-04-2026,473372.5,Bank Transfer,Pending,174859,104,Dwayne Padilla,Well left analysis in professional until management.
COL00383,INV00383,CLT018,PRJ020,16-10-2025,167971.56,Bank Transfer,Overdue,83360,101,Jennifer Fleming,Health appear company society.
COL00384,INV00384,CLT027,PRJ015,24-03-2026,2481867.24,UPI,Partial,982863,69,Michael Jones,Human door practice hospital summer accept policy concern.
COL00385,INV00385,CLT032,PRJ001,06-07-2026,4317136,Bank Transfer,Paid,286111,66,Marie Gomez,Until crime first stock international process.
COL00386,INV00386,CLT015,PRJ006,30-03-2026,1397971.77,Bank Transfer,Partial,1077274,50,Daniel Reyes,Purpose culture management behind move sit choose next.
COL00387,INV00387,CLT003,PRJ015,12-11-2025,4145875,UPI,Paid,746049,5,Jamie Smith,These official book section.
COL00388,INV00388,CLT032,PRJ001,28-04-2026,1446965.77,Credit Card,Partial,493563,55,Christopher Evans,Official moment radio position century.
COL00389,INV00389,CLT026,PRJ014,14-07-2026,1558259.43,UPI,Pending,336199,90,Samantha Williams,North safe stage collection rich contain.
COL00390,INV00390,CLT023,PRJ017,24-06-2026,2033947,UPI,Paid,711259,111,Tina Jones,Yourself make attack sell teach.
COL00391,INV00391,CLT016,PRJ014,06-01-2026,1243136.42,Bank Transfer,Partial,216142,94,Melissa Black,Drive prepare who Mr by fish.
COL00392,INV00392,CLT015,PRJ008,09-06-2026,1088226.05,UPI,Pending,128659,70,Jack Meyers,Watch method single.
COL00393,INV00393,CLT012,PRJ009,23-08-2025,1299265.79,UPI,Partial,638282,19,Dawn Johnson,Who team former end star manage fact.
COL00394,INV00394,CLT039,PRJ004,06-04-2026,4970434,UPI,Paid,1853969,88,Jessica Carey,After drug carry suddenly.
COL00395,INV00395,CLT036,PRJ012,10-03-2026,3120331,Wire Transfer,Paid,246266,60,Jessica Franco,Loss example next try customer maybe teach.
COL00396,INV00396,CLT033,PRJ013,19-05-2026,1489589.72,Bank Transfer,Partial,1273429,39,Michael Charles,His explain outside goal believe skin television.
COL00397,INV00397,CLT003,PRJ005,06-05-2026,1840241.38,Credit Card,Partial,283571,116,Trevor Caldwell,Describe travel last always position.
COL00398,INV00398,CLT001,PRJ012,16-02-2026,2396208,Credit Card,Paid,268422,7,Susan Garcia,Girl player try sort skill.
COL00399,INV00399,CLT010,PRJ015,16-11-2025,1679175.53,Wire Transfer,Partial,311079,120,Ashley Garcia,Far cut speak court reveal hospital.
COL00400,INV00400,CLT016,PRJ015,20-04-2026,3426450,UPI,Paid,1104734,22,Michael Crawford,Across less end speak respond option.
